"","ID","IDLOG","AGEA","AGER","ANNINS","APE","CNAT","COUPLE","CPAYSN","CPAYSRA","CS24","CS42","CS8","CSSAL","DIPL","EMPL","EXER","GAD","GAQ","GENRE","ILN","IRA","MINE","NAT","PROV","PROVRA","PROVTRA","RECH","SAL","SCOL","SECT10","SECT21","SECT5","STAT","STATANT","STM","TACT","TP","TRAANT","TRANS","TYP","TYPEMPL","TYPMENR"
"1130",2120,67134,43,42,NA,"6832A",NA,"Ne vit pas en couple",NA,NA,"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés","Professeurs des écoles, instituteurs et assimilés","Professions Intermédiaires","Agent de catégorie A de la fonction publique","Master, DEA, diplôme grande école niveau bac + 5, doctorat de santé","Salarié du secteur public à durée indéterminée","Continue","40 à 49 ans","40 à 44 ans","Femme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Sud","Sud","Sud",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Activités immobilières","Activités immobilières","Commerce","Salarié",NA,"Divorcé","Emploi","Temps complet",NA,"Voiture, camion, fourgonnette, pick-up","Logement ordinaire","Emploi sans limite de durée, CDI, titulaire de la fonction publique","Famille monoparentale"
"1131",124413,10084,22,21,NA,NA,NA,"Ne vit pas en couple",NA,NA,NA,NA,NA,NA,"Aucun diplôme mais scolarisation au-delà du collège",NA,NA,"20 à 29 ans","20 à 24 ans","Homme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Sud","Sud",NA,"Cherche un emploi depuis moins d'un an",NA,"N’est pas inscrit dans un établissement d’enseignement",NA,NA,NA,NA,"Salarié","Célibataire","Chômage",NA,"A déjà travaillé","Transports en commun","Logement ordinaire",NA,"Couple avec enfant(s)"
"1132",157079,47462,23,23,NA,"8430A",NA,"Ne vit pas en couple",NA,NA,"Employés de la fonction publique","Employés civils et agents de service de la fonction publique","Employés","Manœuvre, ouvrier spécialisé","Aucun diplôme mais scolarisation au-delà du collège","Salarié du secteur public à durée indéterminée","Continue","20 à 29 ans","20 à 24 ans","Femme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Sud","Sud","Sud",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Activités scientifiques et techniques ; services administratifs et de soutien ","Activités spécialisées, scientifiques et techniques","Commerce","Salarié",NA,"Célibataire","Emploi","Temps complet",NA,"Marche à pied","Logement ordinaire","Emploi sans limite de durée, CDI, titulaire de la fonction publique","Couple avec enfant(s)"
"1133",116072,57854,17,16,NA,NA,NA,"Ne vit pas en couple",NA,NA,NA,NA,NA,NA,"Aucun diplôme mais scolarisation au-delà du collège",NA,NA,"10 à 19 ans","15 à 19 ans","Homme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Sud","Sud",NA,NA,NA,"Est inscrit dans un établissement d’enseignement",NA,NA,NA,NA,NA,"Célibataire","Études ou stage non rémunéré",NA,NA,"Voiture, camion, fourgonnette, pick-up","Logement ordinaire",NA,"Couple avec enfant(s)"
"1134",264972,81070,50,50,NA,NA,NA,"Vit en couple",NA,NA,"Ouvriers non qualifiés","Ouvriers non qualifiés de type artisanal","Ouvriers",NA,NA,"Salarié du secteur privé à durée déterminée","Intermittente ou saisonnière","50 à 59 ans","50 à 54 ans","Femme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Nord","Nord","Nord",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Autres activités de services","Activités des ménages en tant qu’employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre","Services","Salarié",NA,"Marié","Emploi","Temps partiel",NA,"Voiture, camion, fourgonnette, pick-up","Logement ordinaire",NA,"Couple avec enfant(s)"
"1135",112000,34879,74,74,2004,NA,NA,"Ne vit pas en couple",NA,NA,NA,NA,NA,NA,"CAP, BEP ou diplôme de niveau équivalent","Artisan, commerçant, industriel, travailleur indépendant","Continue","70 à 79 ans","70 à 74 ans","Homme","Métropole, DOM ou autre territoire français","Dans une autre commune en Nouvelle-Calédonie",NA,"Française (de naissance)","Sud","Sud","Sud",NA,"Aucun","N’est pas inscrit dans un établissement d’enseignement","Activités scientifiques et techniques ; services administratifs et de soutien ","Activités spécialisées, scientifiques et techniques","Commerce","Indépendant ou à son compte",NA,"Célibataire","Emploi","Temps complet",NA,"Voiture, camion, fourgonnette, pick-up","Logement ordinaire",NA,"Personne seule"
"1136",66606,75538,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 à 9 ans","5 à 9 ans","Femme","Nouvelle-Calédonie","Dans un autre logement de la même commune",NA,"Française (de naissance)","Sud","Sud",NA,NA,NA,"Est inscrit dans un établissement d’enseignement",NA,NA,NA,NA,NA,"Célibataire",NA,NA,NA,NA,"Logement ordinaire",NA,"Famille monoparentale"
"1137",172704,104169,42,42,2019,"4213A",NA,"Vit en couple",NA,NA,"Professions intermédiaires administratives et commerciales des entreprises","Professions intermédiaires administratives et commerciales des entreprises","Professions Intermédiaires","Ingénieur, cadre d’entreprise","Licence, Licence pro, maîtrise, diplôme équivalent de niveau bac + 3 ou bac + 4 ","Salarié du secteur privé à durée indéterminée","Continue","40 à 49 ans","40 à 44 ans","Homme","Métropole, DOM ou autre territoire français","En métropole, DOM","L’individu travaille en lien avec la mine","Française (de naissance)","Nord","METR","Nord",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Industrie manufacturière, industries extractives  et autres ","Industries extractives","Industrie","Salarié",NA,"Pacsé","Emploi","Temps complet",NA,"Voiture, camion, fourgonnette, pick-up","Logement ordinaire","Emploi sans limite de durée, CDI, titulaire de la fonction publique","Couple sans enfant"
"1138",261840,32154,64,64,NA,NA,NA,"Ne vit pas en couple",NA,NA,NA,NA,NA,NA,"CEP",NA,NA,"60 à 69 ans","60 à 64 ans","Femme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Sud","Sud",NA,"Ne recherche pas d’emploi",NA,"N’est pas inscrit dans un établissement d’enseignement",NA,NA,NA,NA,"Salarié","Célibataire","Retraite ou pré-retraite",NA,"A déjà travaillé","Voiture, camion, fourgonnette, pick-up","Logement ordinaire",NA,"Autres : ménage complexe"
"1139",241068,106623,35,35,NA,NA,219,"Vit en couple",NA,NA,NA,NA,NA,NA,"Bac général ou technologique, brevet supérieur, capacité en droit, DAEU, ESEU","Artisan, commerçant, industriel, travailleur indépendant","Continue","30 à 39 ans","35 à 39 ans","Femme","Métropole, DOM ou autre territoire français","Dans le même logement que maintenant",NA,"Étrangère","Sud","Sud","Sud",NA,"Aucun",NA,"Administration publique, enseignement, santé humaine et action sociale","Santé humaine et action sociale","Services","Indépendant ou à son compte",NA,"Marié","Emploi","Temps complet",NA,"Voiture, camion, fourgonnette, pick-up","Logement ordinaire",NA,"Couple sans enfant"
"1140",221979,54228,41,41,NA,NA,NA,"Vit en couple",NA,NA,NA,NA,NA,NA,"BEPC, brevet élémentaire, brevet des collèges, DNB","Artisan, commerçant, industriel, travailleur indépendant","Intermittente ou saisonnière","40 à 49 ans","40 à 44 ans","Homme","Étranger","Dans le même logement que maintenant",NA,"Française (de naissance)","Nord","Nord","Nord",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Agriculture, sylviculture et pêche","Agriculture, sylviculture et pêche","Agriculture","Autre",NA,"Marié","Emploi","Temps partiel",NA,"Marche à pied","Logement ordinaire",NA,"Couple avec enfant(s)"
"1141",115648,49970,53,52,NA,NA,NA,"Vit en couple",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50 à 59 ans","50 à 54 ans","Femme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Nord","Nord",NA,"Ne recherche pas d’emploi",NA,"N’est pas inscrit dans un établissement d’enseignement",NA,NA,NA,NA,"Salarié","En concubinage ou union libre","Femme ou homme au foyer",NA,"A déjà travaillé","Marche à pied","Logement ordinaire",NA,"Autres : ménage complexe"
"1142",153008,81725,57,57,NA,NA,NA,"Vit en couple",NA,NA,NA,NA,NA,NA,NA,"Artisan, commerçant, industriel, travailleur indépendant","Continue","50 à 59 ans","55 à 59 ans","Homme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Nord","Nord","Nord",NA,"1 à 9 salarié",NA,"Commerce de gros et de détail, transports, hébergement et restauration","Commerce ; réparation d'automobiles et de motocycles","Commerce","Chef d’entreprise salarié, PDG, gérant minoritaire de SARL",NA,"Marié","Emploi","Temps complet",NA,"Voiture, camion, fourgonnette, pick-up","Logement ordinaire",NA,"Couple avec enfant(s)"
"1143",118877,NA,53,53,NA,NA,NA,"Ne vit pas en couple",NA,NA,NA,NA,NA,NA,"CAP, BEP ou diplôme de niveau équivalent",NA,NA,"50 à 59 ans","50 à 54 ans","Homme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Sud","Sud",NA,"Cherche un emploi depuis moins d'un an",NA,"N’est pas inscrit dans un établissement d’enseignement",NA,NA,NA,NA,NA,"Célibataire","Chômage",NA,"A déjà travaillé","Marche à pied","Communauté",NA,NA
"1144",253736,36418,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 à 9 ans","5 à 9 ans","Femme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Sud","Sud",NA,NA,NA,"Est inscrit dans un établissement d’enseignement",NA,NA,NA,NA,NA,"Célibataire",NA,NA,NA,NA,"Logement ordinaire",NA,"Couple avec enfant(s)"
"1145",114050,42702,21,21,NA,"8411Z",NA,"Ne vit pas en couple",NA,NA,"Employés de la fonction publique","Employés civils et agents de service de la fonction publique","Employés","Employé (par exemple : de bureau, de commerce, de la restauration, de maison)","Bac professionnel, brevet professionnel de technicien ou d’enseignement, diplôme équivalent","Salarié du secteur public à durée déterminée","Continue","20 à 29 ans","20 à 24 ans","Femme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Sud","Sud","Sud",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Administration publique, enseignement, santé humaine et action sociale","Administration publique","Services","Salarié",NA,"Célibataire","Emploi","Temps complet",NA,"Marche à pied","Logement ordinaire","CDD autre que saisonnier","Autres : ménage complexe"
"1146",13466,77121,38,37,2018,NA,NA,"Vit en couple",NA,NA,"Artisans","Artisans","Artisans, commerçants et chefs d'entreprise","Ingénieur, cadre d’entreprise","Doctorat de recherche (hors santé)","Salarié du secteur privé à durée indéterminée","Continue","30 à 39 ans","35 à 39 ans","Homme","Métropole, DOM ou autre territoire français","Dans une autre commune en Nouvelle-Calédonie",NA,"Française (de naissance)","Sud","Sud","Sud",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Activités scientifiques et techniques ; services administratifs et de soutien ","Activités de services administratifs et de soutien","Commerce","Salarié",NA,"Marié","Emploi","Temps complet",NA,"Voiture, camion, fourgonnette, pick-up","Logement ordinaire","Emploi sans limite de durée, CDI, titulaire de la fonction publique","Couple avec enfant(s)"
"1147",130953,10809,50,49,NA,"4711D",NA,"Vit en couple",NA,NA,"Employés administratifs d'entreprise","Employés administratifs d'entreprise","Employés","Agent de maîtrise, maîtrise administrative ou commerciale, VRP","BTS, DUT, Deug, Deust, diplôme de santé ou du social niveau bac + 2, diplôme équivalent","Salarié du secteur privé à durée indéterminée","Continue","40 à 49 ans","45 à 49 ans","Femme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Sud","Sud","Sud",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Commerce de gros et de détail, transports, hébergement et restauration","Commerce ; réparation d'automobiles et de motocycles","Commerce","Salarié",NA,"Marié","Emploi","Temps complet",NA,"Voiture, camion, fourgonnette, pick-up","Logement ordinaire","Emploi sans limite de durée, CDI, titulaire de la fonction publique","Autres : ménage complexe"
"1148",224138,70887,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 à 9 ans","0 à 4 ans","Femme","Nouvelle-Calédonie",NA,NA,"Française (de naissance)","Sud",NA,NA,NA,NA,"Est inscrit dans un établissement d’enseignement",NA,NA,NA,NA,NA,"Célibataire",NA,NA,NA,NA,"Logement ordinaire",NA,"Couple avec enfant(s)"
"1149",170962,103103,18,17,2018,NA,NA,"Ne vit pas en couple",NA,NA,NA,NA,NA,NA,"BEPC, brevet élémentaire, brevet des collèges, DNB",NA,NA,"10 à 19 ans","15 à 19 ans","Femme","Métropole, DOM ou autre territoire français","En métropole, DOM",NA,"Française (de naissance)","Sud","METR",NA,"Ne recherche pas d’emploi",NA,"Est inscrit dans un établissement d’enseignement",NA,NA,NA,NA,NA,"Célibataire","Études ou stage non rémunéré",NA,"N’a jamais travaillé","Marche à pied","Logement ordinaire",NA,"Famille monoparentale"
"1150",42541,NA,55,55,NA,NA,NA,"Vit en couple",NA,NA,NA,NA,NA,NA,"Aucun diplôme mais scolarisation jusqu’en primaire",NA,NA,"50 à 59 ans","55 à 59 ans","Homme","Nouvelle-Calédonie","Dans une autre commune en Nouvelle-Calédonie",NA,"Française (de naissance)","Sud","Sud",NA,NA,NA,"N’est pas inscrit dans un établissement d’enseignement",NA,NA,NA,NA,"Salarié","En concubinage ou union libre","Retraite ou pré-retraite",NA,"A déjà travaillé","Voiture, camion, fourgonnette, pick-up","Communauté",NA,NA
"1151",171467,42299,20,20,NA,"4711F",NA,"Ne vit pas en couple",NA,NA,"Ouvriers qualifiés","Ouvriers qualifiés de type artisanal","Ouvriers","Manœuvre, ouvrier spécialisé","CAP, BEP ou diplôme de niveau équivalent","Salarié du secteur privé à durée déterminée","Continue","20 à 29 ans","20 à 24 ans","Homme","Nouvelle-Calédonie","En métropole, DOM",NA,"Française (de naissance)","Sud","METR","Sud",NA,NA,NA,"Commerce de gros et de détail, transports, hébergement et restauration","Commerce ; réparation d'automobiles et de motocycles","Commerce","Salarié",NA,"Célibataire","Emploi","Temps complet",NA,"Voiture, camion, fourgonnette, pick-up","Logement ordinaire","CDD autre que saisonnier","Autres : ménage complexe"
"1152",78250,88174,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 à 9 ans","5 à 9 ans","Homme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Nord","Nord",NA,NA,NA,"Est inscrit dans un établissement d’enseignement",NA,NA,NA,NA,NA,"Célibataire",NA,NA,NA,NA,"Logement ordinaire",NA,"Couple avec enfant(s)"
"1153",265637,52127,27,27,NA,NA,NA,"Ne vit pas en couple",NA,NA,"Ouvriers qualifiés","Ouvriers qualifiés de type artisanal","Ouvriers","Manœuvre, ouvrier spécialisé","BTS, DUT, Deug, Deust, diplôme de santé ou du social niveau bac + 2, diplôme équivalent","Salarié du secteur privé à durée déterminée","Intermittente ou saisonnière","20 à 29 ans","25 à 29 ans","Homme","Nouvelle-Calédonie","Dans une autre commune en Nouvelle-Calédonie",NA,"Française (de naissance)","Sud","Iles","Sud",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Construction","Construction","Construction","Salarié",NA,"Célibataire","Emploi","Temps partiel",NA,"Marche à pied","Logement ordinaire","Contrat saisonnier","Famille monoparentale"
"1154",117365,23554,56,55,1990,"1020Z",NA,"Vit en couple",NA,NA,NA,NA,NA,NA,"Licence, Licence pro, maîtrise, diplôme équivalent de niveau bac + 3 ou bac + 4 ","Artisan, commerçant, industriel, travailleur indépendant","Continue","50 à 59 ans","55 à 59 ans","Femme","Métropole, DOM ou autre territoire français","Dans un autre logement de la même commune",NA,"Française (de naissance)","Sud","Sud","Sud",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Industrie manufacturière, industries extractives  et autres ","Industrie manufacturière","Industrie","Chef d’entreprise salarié, PDG, gérant minoritaire de SARL",NA,"Pacsé","Emploi","Temps complet",NA,"Voiture, camion, fourgonnette, pick-up","Logement ordinaire",NA,"Couple sans enfant"
"1155",110449,84013,63,62,NA,NA,NA,"Vit en couple",NA,NA,NA,NA,NA,NA,"Aucun diplôme mais scolarisation jusqu’en primaire",NA,NA,"60 à 69 ans","60 à 64 ans","Homme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Sud","Sud",NA,NA,NA,"N’est pas inscrit dans un établissement d’enseignement",NA,NA,NA,NA,"Salarié","En concubinage ou union libre","Retraite ou pré-retraite",NA,"A déjà travaillé","Voiture, camion, fourgonnette, pick-up","Logement ordinaire",NA,"Couple sans enfant"
"1156",199779,17761,17,16,NA,NA,NA,"Ne vit pas en couple",NA,NA,NA,NA,NA,NA,"BEPC, brevet élémentaire, brevet des collèges, DNB",NA,NA,"10 à 19 ans","15 à 19 ans","Femme","Nouvelle-Calédonie","En métropole, DOM",NA,"Française (de naissance)","Sud","METR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Célibataire","Études ou stage non rémunéré",NA,NA,"Voiture, camion, fourgonnette, pick-up","Logement ordinaire",NA,"Famille monoparentale"
"1157",141811,63419,33,33,2013,"1013A",NA,"Ne vit pas en couple",NA,NA,"Professions intermédiaires administratives et commerciales des entreprises","Professions intermédiaires administratives et commerciales des entreprises","Professions Intermédiaires","Employé (par exemple : de bureau, de commerce, de la restauration, de maison)","BEPC, brevet élémentaire, brevet des collèges, DNB","Salarié du secteur privé à durée indéterminée","Continue","30 à 39 ans","30 à 34 ans","Femme","Métropole, DOM ou autre territoire français","Dans un autre logement de la même commune",NA,"Française (de naissance)","Sud","Sud","Sud",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Commerce de gros et de détail, transports, hébergement et restauration","Hébergement et restauration","Commerce","Salarié",NA,"Célibataire","Emploi","Temps partiel",NA,"Voiture, camion, fourgonnette, pick-up","Logement ordinaire","Emploi sans limite de durée, CDI, titulaire de la fonction publique","Famille monoparentale"
"1158",122133,102616,26,26,NA,NA,NA,"Vit en couple",NA,NA,NA,NA,NA,NA,"Licence, Licence pro, maîtrise, diplôme équivalent de niveau bac + 3 ou bac + 4 ",NA,NA,"20 à 29 ans","25 à 29 ans","Femme","Nouvelle-Calédonie","Dans un autre logement de la même commune",NA,"Française (de naissance)","Sud","Sud",NA,"Cherche un emploi depuis un an ou plus",NA,NA,NA,NA,NA,NA,"Salarié","Pacsé","Chômage",NA,"A déjà travaillé","Voiture, camion, fourgonnette, pick-up","Logement ordinaire",NA,"Couple sans enfant"
"1159",250169,86989,49,49,2019,"8422Z",NA,"Vit en couple",NA,NA,"Professions libérales et assimilés","Professions libérales","Cadres et professions intellectuelles supérieures","Agent de catégorie B de la fonction publique","Licence, Licence pro, maîtrise, diplôme équivalent de niveau bac + 3 ou bac + 4 ","Salarié du secteur privé à durée indéterminée","Continue","40 à 49 ans","45 à 49 ans","Homme","Métropole, DOM ou autre territoire français","En métropole, DOM",NA,"Française (de naissance)","Sud","METR","Sud",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Administration publique, enseignement, santé humaine et action sociale","Administration publique","Services","Salarié",NA,"Marié","Emploi","Temps complet",NA,"Vélo","Logement ordinaire","Emploi sans limite de durée, CDI, titulaire de la fonction publique","Couple avec enfant(s)"
"1160",13133,83911,35,35,2010,"8610Z",NA,"Vit en couple",NA,NA,"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés","Professions intermédiaires de la santé et du travail social","Professions Intermédiaires","Ingénieur, cadre d’entreprise","Licence, Licence pro, maîtrise, diplôme équivalent de niveau bac + 3 ou bac + 4 ","Salarié du secteur public à durée indéterminée","Continue","30 à 39 ans","35 à 39 ans","Femme","Métropole, DOM ou autre territoire français","Dans une autre commune en Nouvelle-Calédonie",NA,"Française (de naissance)","Sud","Sud","Sud",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Administration publique, enseignement, santé humaine et action sociale","Santé humaine et action sociale","Services","Salarié",NA,"Pacsé","Emploi","Temps complet",NA,"Voiture, camion, fourgonnette, pick-up","Logement ordinaire","Emploi sans limite de durée, CDI, titulaire de la fonction publique","Couple avec enfant(s)"
"1161",223137,93142,56,56,NA,NA,NA,"Vit en couple",NA,NA,"Agriculteurs exploitants","Agriculteurs sur moyennes exploitations","Agriculteurs exploitants","Employé (par exemple : de bureau, de commerce, de la restauration, de maison)","CEP","Salarié du secteur privé à durée indéterminée","Continue","50 à 59 ans","55 à 59 ans","Homme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Sud","Sud","Sud",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Agriculture, sylviculture et pêche","Agriculture, sylviculture et pêche","Agriculture","Salarié",NA,"Célibataire","Emploi","Temps partiel",NA,"Marche à pied","Logement ordinaire","Emploi sans limite de durée, CDI, titulaire de la fonction publique","Personne seule"
"1162",93949,32675,41,41,NA,NA,NA,"Vit en couple",NA,NA,"Employés de commerce","Employés de commerce","Employés","Manœuvre, ouvrier spécialisé","Bac professionnel, brevet professionnel de technicien ou d’enseignement, diplôme équivalent","Salarié du secteur privé à durée déterminée","Intermittente ou saisonnière","40 à 49 ans","40 à 44 ans","Femme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Nord","Nord","Sud",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Construction","Construction","Construction","Salarié",NA,"En concubinage ou union libre","Emploi","Temps complet",NA,"Marche à pied","Logement ordinaire","CDD autre que saisonnier","Autres : ménage complexe"
"1163",124949,37759,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 à 9 ans","5 à 9 ans","Homme","Nouvelle-Calédonie","Dans une autre commune en Nouvelle-Calédonie",NA,"Française (de naissance)","Sud","Sud",NA,NA,NA,"Est inscrit dans un établissement d’enseignement",NA,NA,NA,NA,NA,"Célibataire",NA,NA,NA,NA,"Logement ordinaire",NA,"Couple avec enfant(s)"
"1164",112974,51149,51,51,NA,"6512Z",NA,"Vit en couple",NA,NA,"Employés administratifs d'entreprise","Employés administratifs d'entreprise","Employés","Employé (par exemple : de bureau, de commerce, de la restauration, de maison)","CAP, BEP ou diplôme de niveau équivalent","Salarié du secteur privé à durée indéterminée","Continue","50 à 59 ans","50 à 54 ans","Femme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Sud","Sud","Sud",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Activités financières et d'assurance","Activités financières et d'assurance","Commerce","Salarié",NA,"Pacsé","Emploi","Temps complet",NA,"Voiture, camion, fourgonnette, pick-up","Logement ordinaire","Emploi sans limite de durée, CDI, titulaire de la fonction publique","Couple avec enfant(s)"
"1165",206999,59299,18,17,NA,NA,NA,"Ne vit pas en couple",NA,NA,"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés","Professeurs des écoles, instituteurs et assimilés","Professions Intermédiaires","Agent de catégorie A de la fonction publique","BEPC, brevet élémentaire, brevet des collèges, DNB","Salarié du secteur public à durée indéterminée","Continue","10 à 19 ans","15 à 19 ans","Homme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Sud","Sud","Sud",NA,NA,"Est inscrit dans un établissement d’enseignement","Administration publique, enseignement, santé humaine et action sociale","Enseignement","Services","Salarié",NA,"Célibataire","Emploi","Temps complet",NA,"Voiture, camion, fourgonnette, pick-up","Logement ordinaire","Emploi sans limite de durée, CDI, titulaire de la fonction publique","Famille monoparentale"
"1166",116135,24362,68,67,NA,NA,NA,"Vit en couple",NA,NA,NA,NA,NA,NA,"CEP",NA,NA,"60 à 69 ans","65 à 69 ans","Homme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Sud","Sud",NA,"Ne recherche pas d’emploi",NA,"N’est pas inscrit dans un établissement d’enseignement",NA,NA,NA,NA,NA,"Marié","Femme ou homme au foyer",NA,"A déjà travaillé","Voiture, camion, fourgonnette, pick-up","Logement ordinaire",NA,"Couple sans enfant"
"1167",243319,91473,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 à 19 ans","10 à 14 ans","Homme","Nouvelle-Calédonie","Dans un autre logement de la même commune",NA,"Française (de naissance)","Sud","Sud",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Célibataire",NA,NA,NA,NA,"Logement ordinaire",NA,"Couple avec enfant(s)"
"1168",13905,93432,44,44,2015,"8610Z",NA,"Vit en couple",NA,NA,"Cadres de la fonction publique, professions intellectuelles et artistiques","Professeurs, professions scientifiques","Cadres et professions intellectuelles supérieures","Agent de catégorie A de la fonction publique","Master, DEA, diplôme grande école niveau bac + 5, doctorat de santé","Salarié du secteur public à durée indéterminée","Continue","40 à 49 ans","40 à 44 ans","Homme","Métropole, DOM ou autre territoire français","En métropole, DOM",NA,"Française (de naissance)","Sud","METR","Sud",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Administration publique, enseignement, santé humaine et action sociale","Santé humaine et action sociale","Services","Salarié",NA,"Pacsé","Emploi","Temps complet",NA,"Deux-roues motorisé","Logement ordinaire","Emploi sans limite de durée, CDI, titulaire de la fonction publique","Couple avec enfant(s)"
"1169",29270,32689,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 à 9 ans","5 à 9 ans","Femme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Sud","Sud",NA,NA,NA,"Est inscrit dans un établissement d’enseignement",NA,NA,NA,NA,NA,"Célibataire",NA,NA,NA,NA,"Logement ordinaire",NA,"Autres : ménage complexe"
"1170",44030,44507,53,52,NA,"3811Z",NA,"Vit en couple",NA,NA,"Ouvriers qualifiés","Chauffeurs","Ouvriers","Manœuvre, ouvrier spécialisé","Aucun diplôme mais scolarisation jusqu’au collège","Salarié du secteur privé à durée indéterminée","Continue","50 à 59 ans","50 à 54 ans","Homme","Nouvelle-Calédonie","Dans le même logement que maintenant",NA,"Française (de naissance)","Sud","Sud","Sud",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Industrie manufacturière, industries extractives  et autres ","Production et distribution d’eau, assainissement, gestion des déchets et pollution","Industrie","Salarié",NA,"En concubinage ou union libre","Emploi","Temps complet",NA,"Voiture, camion, fourgonnette, pick-up","Logement ordinaire","Emploi sans limite de durée, CDI, titulaire de la fonction publique","Couple avec enfant(s)"
"1171",95898,NA,77,77,NA,NA,NA,"Ne vit pas en couple",NA,NA,NA,NA,NA,NA,"CAP, BEP ou diplôme de niveau équivalent",NA,NA,"70 à 79 ans","75 à 79 ans","Femme","Nouvelle-Calédonie","Dans un autre logement de la même commune",NA,"Française (de naissance)","Sud","Sud",NA,"Ne recherche pas d’emploi",NA,"N’est pas inscrit dans un établissement d’enseignement",NA,NA,NA,NA,NA,"Veuf","Retraite ou pré-retraite",NA,"N’a jamais travaillé","Marche à pied","Communauté",NA,NA
"1172",151729,99644,36,36,2011,"4221Z",NA,"Vit en couple",NA,NA,"Ouvriers non qualifiés","Ouvriers non qualifiés de type artisanal","Ouvriers",NA,"BEPC, brevet élémentaire, brevet des collèges, DNB","Salarié du secteur privé à durée indéterminée","Continue","30 à 39 ans","35 à 39 ans","Homme","Wallis-et-Futuna","Dans un autre logement de la même commune",NA,"Française (de naissance)","Sud","Sud","Sud",NA,NA,"N’est pas inscrit dans un établissement d’enseignement","Construction","Construction","Construction","Salarié",NA,"Marié","Emploi","Temps complet",NA,"Voiture, camion, fourgonnette, pick-up","Logement ordinaire","Emploi sans limite de durée, CDI, titulaire de la fonction publique","Couple avec enfant(s)"
